time,tag_id,qualityName_id,value,name
2017-01-20 20:28:50.367,303,2,0.4828111,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:29:10.647,303,1,0.5674666,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:29:30.923,303,2,0.3213737,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:30:31.760,303,1,0.9366801,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:31:12.320,303,2,0.1991873,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:32:33.437,303,1,0.6942438,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:34:35.110,303,2,0.03926573,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:35:56.227,303,1,0.5884604,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:30:41.417,303,2,0.03920383,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:43:52.553,303,2,0.4018023,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:44:12.840,303,1,0.8646595,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:44:53.410,303,2,0.1388396,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:48:16.257,303,1,2.782906,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:49:37.380,303,2,0.3569482,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:50:38.223,303,1,1.08568,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:51:59.347,303,2,0.3946149,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:52:19.630,303,1,0.9684636,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:56:02.753,303,2,0.4769677,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:56:23.033,303,1,1.174265,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:59:45.857,303,2,0.2367507,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:01:27.277,303,1,0.9610192,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:02:07.847,303,2,0.3539501,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:02:28.123,303,1,0.7431739,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:02:48.403,303,2,0.2638579,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:05:50.930,303,1,0.5830478,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:07:32.337,303,2,0.4012095,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:10:34.867,303,1,0.5731848,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:10:55.147,303,2,0.1660637,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:14:58.520,303,1,0.5738625,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:15:18.797,303,2,0.2647085,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:15:39.080,303,1,0.7922489,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:15:59.360,303,2,0.04879077,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:17:20.483,303,1,1.113958,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:17:40.767,303,2,0.3134603,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:20:43.297,303,1,0.6671352,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:21:03.577,303,2,0.3239322,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:21:23.857,303,1,0.8307279,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:21:44.143,303,2,0.2746429,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:22:24.700,303,1,0.7443441,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:22:44.980,303,2,0.2801724,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:24:26.387,303,1,0.6024469,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:31:01.697,303,1,1.424182,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:32:02.533,303,2,0.1966878,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:32:22.813,303,1,1.046493,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:32:43.093,303,2,0.4226487,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:33:03.370,303,1,2.795236,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:35:05.043,303,2,0.3214855,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:35:25.323,303,1,0.7470585,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:35:45.603,303,2,0.2020951,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:36:05.880,303,1,1.864675,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:38:07.573,303,2,0.5755302,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:38:27.867,303,1,0.5261419,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:40:29.630,303,2,0.3397136,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:41:50.817,303,1,0.5780161,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:42:31.403,303,2,0.1568911,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:42:51.693,303,1,0.7434276,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:43:11.983,303,2,0.2090972,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:43:32.267,303,1,0.7254393,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:28:39.743,303,2,0.3650336,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:30:00.860,303,1,1.00275,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:24:46.667,303,2,0.2012026,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:28:50.037,303,1,0.5850577,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:29:10.320,303,2,0.2928827,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:33:54.257,303,1,1.55865,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 22:34:34.817,303,2,0.2069078,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 00:22:09.927,306,1,24.34823,RowA.Cell03.VisioFroth.Cell03.TopSize
2017-01-20 00:22:09.927,348,1,10.71,RowA.Cell03.VisioFroth.Cell03.Collapse
2017-01-20 00:22:09.927,350,1,0.1879889,RowA.Cell03.VisioFroth.Cell03.Texture
2017-01-20 00:22:09.927,355,1,96.84362,RowA.Cell03.VisioFroth.Cell03.RGB_Red
2017-01-20 00:22:09.927,356,1,99.01208,RowA.Cell03.VisioFroth.Cell03.RGB_Green
2017-01-20 00:22:09.927,357,1,92.83691,RowA.Cell03.VisioFroth.Cell03.RGB_Blue
2017-01-20 00:22:09.930,361,1,48.32215,RowA.Cell03.VisioFroth.Cell03.RGBColor
